Timestamp,Value
1712777911.0081987,54.370284087317216
1712777911.0421872,71.41063811871035
1712777911.0730288,83.46869179031974
1712777911.104245,90.73327845474249
1712777911.1367228,92.57081768004254
1712777911.1684017,89.47206506848269
1712777911.197958,83.53893875252439
1712777911.226916,76.26952582046509
1712777911.2555897,68.84491700986962
1712777911.2866359,61.56483168645767
1712777911.3140292,56.306679581286474
1712777911.3447587,51.920469704380444
1712777911.374214,49.148640417570356
1712777911.4037614,47.537010972529906
1712777911.43358,46.775935223327025
1712777911.4623373,46.55652623740093
1712777911.4945266,46.59174834321221
1712777911.52794,46.6739327054747
1712777911.558471,46.64933831655183
1712777911.5849226,46.5155254974065
1712777911.6150413,46.25092979139632
1712777911.6447966,45.92057739427386
1712777911.6745758,45.58543900300562
1712777911.7013953,45.331831836279875
1712777911.730747,45.15341103919406
1712777911.7584665,45.11123858155653
1712777911.7872329,45.21621986207926
1712777911.8179631,45.502638706164134
1712777911.8449168,45.8977582797812
1712777911.8729348,46.43906169633678
1712777911.9013295,47.105529968565854
1712777911.9266121,47.78061652218829
1712777911.9560144,48.637623331149015
1712777911.98603,49.56204320702309
1712777912.0100038,55.327447310253675
1712777912.0394282,70.14001961160776
1712777912.0695975,82.34794752715412
1712777912.0983658,89.78089507350003
1712777912.1258466,92.58022442866184
1712777912.1551564,91.27012532642917
1712777912.1852405,86.35730591941203
1712777912.2145684,79.46148561750712
1712777912.2457156,71.36479715424089
1712777912.275645,64.00374203148117
1712777912.304019,58.08421231995221
1712777912.3300407,53.82077399438294
1712777912.359112,50.4067119255022
1712777912.3863924,48.35970586391551
1712777912.4159808,47.139215497921626
1712777912.4424517,46.66775573432244
1712777912.4717202,46.54874571853021
1712777912.5006573,46.609751897910094
1712777912.5304303,46.676640780696395
1712777912.5604248,46.643082699719166
1712777912.5868225,46.50200798999262
1712777912.617226,46.22826350277741
1712777912.6458917,45.907930488656035
1712777912.6754596,45.57609271646819
1712777912.7017303,45.32913584556843
1712777912.733919,45.14190627374668
1712777912.7627711,45.11702438601112
1712777912.7921338,45.249835289319805
1712777912.8235073,45.57322117117516
1712777912.8530955,46.04268791240324
1712777912.8829699,46.662120612732586
1712777912.9131975,47.41399248623534
1712777912.9442642,48.287601677669414
1712777912.9710412,49.09622377318607
1712777913.0002744,50.14655926434366
1712777913.0289042,65.07180150750615
1712777913.0599804,78.89394727621045
1712777913.0906916,88.24430543175906
1712777913.1214378,92.40977368624667
1712777913.1502347,91.76406664486008
1712777913.1763732,88.0994210534446
1712777913.20933,80.7829947883811
1712777913.23928,73.03606617775601
1712777913.2707236,65.14914480449993
1712777913.2994902,58.943875318251784
1712777913.3312042,53.65727643992573
1712777913.3589823,50.41895767722756
1712777913.3930228,48.00649635993858
1712777913.4229276,46.9692535608093
1712777913.4508991,46.601385230483885
1712777913.4831488,46.56293193700591
1712777913.5132434,46.645262860617926
1712777913.5425487,46.678630711170875
1712777913.574677,46.5797147982566
1712777913.6049087,46.350787139333775
1712777913.6334481,46.05068436080639
1712777913.6664708,45.673382021018945
1712777913.6987019,45.35399359909345
1712777913.7245815,45.18039708873023
1712777913.759853,45.11272748780601
1712777913.7912297,45.2432877248188
1712777913.8199441,45.527208164125085
1712777913.8495378,45.97826908984239
1712777913.8827777,46.65771529220052
1712777913.9118588,47.37841238432184
1712777913.9414992,48.20657530488906
1712777913.9714322,49.1082874195765
1712777914.004864,52.59594845350294
1712777914.0370274,69.01343653789353
1712777914.0670462,81.47583289729369
1712777914.0992825,89.9422412413267
1712777914.131133,92.65053287226696
1712777914.1630085,90.28202916768392
1712777914.1933596,84.59558232470151
1712777914.2240872,77.00714682938977
1712777914.2548625,69.0280835644868
1712777914.2866518,61.56141466827882
1712777914.3164976,55.89469135176839
1712777914.348857,51.455005343432475
1712777914.3785,48.84927887756281
1712777914.4119868,47.25460394937551
1712777914.4470017,46.62801378568615
1712777914.4737856,46.54970067917749
1712777914.5047915,46.62194448750227
1712777914.5364294,46.68005536287894
1712777914.572605,46.590842353766746
1712777914.6025944,46.37222279769984
1712777914.6382995,45.99537974335834
1712777914.6696637,45.638291466771285
1712777914.6988096,45.353090581652
1712777914.732699,45.14613644632935
1712777914.765454,45.12237409789052
1712777914.7986422,45.3015901860523
1712777914.8296905,45.65856767973849
1712777914.8643186,46.259373197885154
1712777914.8972049,47.00217592049903
1712777914.923992,47.70762790823518
1712777914.957223,48.67409570509989
1712777914.9914072,49.73037713519477
1712777915.0194314,60.266081746415146
1712777915.0535042,76.32368246054848
1712777915.0860102,87.14483019106893
1712777915.1209333,92.38366543654212
1712777915.1533427,91.46384372834792
1712777915.1858182,86.23683351537832
1712777915.2151368,79.31660655646108
1712777915.2505636,70.11931415377035
1712777915.2816648,62.646580112907294
1712777915.3103373,56.942399518919345
1712777915.3458245,51.79681167281513
1712777915.3772473,48.93426336237353
1712777915.4104846,47.30156384494744
1712777915.4432018,46.66052192373595
1712777915.4737508,46.549677792133885
1712777915.5066564,46.62733572139656
1712777915.5389912,46.680086212695365
1712777915.5689578,46.608862126673145
1712777915.6021721,46.376073321396824
1712777915.632119,46.06571106632736
1712777915.6647265,45.69276420547906
1712777915.7000415,45.34286376670182
1712777915.7322698,45.14768257527552
1712777915.761684,45.115238778921515
1712777915.7932894,45.25843262302065
1712777915.8299582,45.66241957367988
1712777915.863256,46.23799992198335
1712777915.8977225,47.01503182862482
1712777915.9311903,47.90963500206355
1712777915.9684346,49.01595100337144
1712777915.9981425,49.94168320859193
1712777916.0309772,66.09541267878963
1712777916.0650656,80.7764854913489
1712777916.097696,89.66002175308948
1712777916.1319847,92.64847063600332
1712777916.164983,89.99730337653655
1712777916.1966496,83.84347931678316
1712777916.2296655,75.55076546737752
1712777916.2641106,66.73446158397903
1712777916.2974575,59.340754772190195
1712777916.3306453,53.735520980033556
1712777916.3640444,49.95966529200757
1712777916.3961,47.85948405907795
1712777916.4297268,46.83720132111977
1712777916.459649,46.56311549843205
1712777916.492668,46.58648214625039
1712777916.5244298,46.66893607267721
1712777916.5593321,46.64665380790179
1712777916.5931067,46.45391894013245
1712777916.6295419,46.09465425231173
1712777916.6628883,45.713335105355
1712777916.6960702,45.37645620199981
1712777916.7268717,45.169671895542784
1712777916.7604468,45.113473949348155
1712777916.7908044,45.24026153729525
1712777916.825158,45.595327715177824
1712777916.860954,46.1923063144792
1712777916.895039,46.94874529077565
1712777916.9297664,47.86931091109645
1712777916.9603865,48.76993939953067
1712777916.9924736,49.763809385415996
1712777917.0345743,67.84339253823897
1712777917.0682204,81.88127255758685
1712777917.1028836,90.53010288808015
1712777917.1377842,92.53829173879156
1712777917.1729918,88.70583465013348
1712777917.2053638,81.76413765354526
1712777917.2416456,72.41988556794732
1712777917.2769938,63.69535034624302
1712777917.3090696,57.166055642037286
1712777917.343563,52.06140872897848
1712777917.3753707,49.065440366682594
1712777917.4115684,47.26748381992665
1712777917.4463215,46.63334021642533
1712777917.4797888,46.556725005586586
1712777917.511896,46.64177541306489
1712777917.5431492,46.67820870211199
1712777917.575808,46.573372078036904
1712777917.6099918,46.30184671605608
1712777917.6433115,45.937718978527165
1712777917.6789942,45.53926678647207
1712777917.711914,45.25393456574244
1712777917.7460923,45.11344700884288
1712777917.7795365,45.17272407913759
1712777917.81221,45.4354235929877
1712777917.848139,45.95351837371656
1712777917.8826544,46.65489223835841
1712777917.9203079,47.60610515283441
1712777917.9586883,48.71842370633914
1712777917.9949234,49.8406488332891
1712777918.0293238,65.27990419522537
1712777918.06352,80.21736741543863
1712777918.0997918,90.02982234838197
