Timestamp,Value
1712777907.0687542,82.06330914834612
1712777907.092252,88.58359004188058
1712777907.113985,91.88364473373966
1712777907.141018,92.40587897979465
1712777907.1602478,90.65626448966012
1712777907.1848507,86.43814645354017
1712777907.2048402,81.89219948700864
1712777907.2296197,75.56274214327375
1712777907.252604,69.59966932398248
1712777907.272537,64.72350831629896
1712777907.2961485,59.59987718763559
1712777907.3182385,55.610417971798086
1712777907.338043,52.74262399641024
1712777907.3629265,50.05783219248196
1712777907.382783,48.57395014280429
1712777907.408541,47.36531215753718
1712777907.4311047,46.81422273024031
1712777907.4557638,46.57672264848817
1712777907.476061,46.55166994119912
1712777907.500145,46.608231284451605
1712777907.526978,46.67269670380211
1712777907.5485792,46.67201268209655
1712777907.5711694,46.598174712296235
1712777907.5925317,46.45852866418185
1712777907.617631,46.224021520268835
1712777907.6379616,45.999250668834385
1712777907.663232,45.70947708634617
1712777907.6846714,45.48215478770921
1712777907.7048163,45.30494382688607
1712777907.7294521,45.158577312742636
1712777907.7518368,45.10898687355627
1712777907.7715719,45.139629034153664
1712777907.7976727,45.293367726354795
1712777907.8217096,45.5497151526262
1712777907.8475838,45.94378426640012
1712777907.8785467,46.56202956495703
1712777907.9058506,47.221152273791475
1712777907.9339848,47.9892805158625
1712777907.9597044,48.74922993435234
1712777907.9836166,49.48664705672812
1712777908.0047374,52.528468781121624
1712777908.0294304,65.33268530629263
1712777908.0547016,76.81289549976906
1712777908.0769937,84.68742086337016
1712777908.100986,90.22945782271313
1712777908.1247394,92.54709511282667
1712777908.1506708,91.72440512756695
1712777908.1722648,88.83165986957971
1712777908.1954284,84.1249848189453
1712777908.2231889,77.24083036140398
1712777908.2453597,71.45676876906802
1712777908.2739275,64.39995549142783
1712777908.2980452,59.22531588735633
1712777908.3227963,54.890898031102104
1712777908.3418617,52.2659951807061
1712777908.3673027,49.683917670976385
1712777908.3881571,48.26068750824457
1712777908.4117079,47.26317349658519
1712777908.438936,46.705480925734555
1712777908.4625382,46.556119983211005
1712777908.4862282,46.56973827587965
1712777908.5134966,46.645905786775714
1712777908.5382855,46.68016630752201
1712777908.562999,46.63394027565149
1712777908.5864697,46.504555237267745
1712777908.6135483,46.266206015378124
1712777908.6380131,45.998660766658496
1712777908.6625347,45.71730771357639
1712777908.6873899,45.45579288655396
1712777908.71272,45.24856972976881
1712777908.737266,45.13156814640224
1712777908.7605324,45.11358691145814
1712777908.7808015,45.17909440853993
1712777908.8076234,45.38628015429272
1712777908.8294063,45.654493219907145
1712777908.8539703,46.05884717276883
1712777908.876331,46.51293537130913
1712777908.9038343,47.16929228145753
1712777908.9433477,48.26068348522978
1712777908.9673734,48.983348227543694
1712777908.9923544,49.7600716607264
1712777909.016101,58.53539567441906
1712777909.0396767,70.25550390639435
1712777909.0673342,81.57591572260547
1712777909.0909615,88.303963315769
1712777909.116043,92.05923902931791
1712777909.1371047,92.55974302437156
1712777909.1620533,90.41469311327923
1712777909.1870596,85.97527842106173
1712777909.213151,79.82159424112004
1712777909.2367873,73.68700805426539
1712777909.2632384,66.94718076938335
1712777909.2874246,61.396583279950185
1712777909.313183,56.450317470144086
1712777909.3368797,52.89264071957979
1712777909.3617785,50.16055146280832
1712777909.388316,48.251959387363726
1712777909.4118748,47.25803824191035
1712777909.4373758,46.72432766651027
1712777909.463474,46.55438022666645
1712777909.4884398,46.57516293334529
1712777909.5117898,46.641496318995266
1712777909.5389397,46.68009436097598
1712777909.563562,46.63180473768817
1712777909.5902264,46.47659088118004
1712777909.619034,46.209237286273215
1712777909.6461108,45.90539958761099
1712777909.6725276,45.607296888316064
1712777909.6946473,45.388922521507375
1712777909.7224276,45.191223656172234
1712777909.7447174,45.11538196642096
1712777909.7730935,45.1450190306761
1712777909.7973754,45.29088196817754
1712777909.821044,45.541161637404876
1712777909.8500896,45.988121013003614
1712777909.8744566,46.47195495725173
1712777909.8999887,47.071704258228266
1712777909.9266002,47.780283019421645
1712777909.9479349,48.39599679140611
1712777909.9756725,49.23945680248422
1712777909.9971254,49.90975559724444
1712777910.0236683,62.43931519454525
1712777910.052385,75.86085885928253
1712777910.0778286,84.93345950651967
1712777910.1039565,90.6910961624792
1712777910.1284626,92.63304227759828
1712777910.1591635,90.79544037264117
1712777910.18725,85.93487787328124
1712777910.2157803,79.15227527267183
1712777910.2486475,70.6098975645656
1712777910.2771347,63.66327306108425
1712777910.311739,56.698296009948436
1712777910.3457751,51.80249735839461
1712777910.375712,49.04124412709523
1712777910.4031775,47.559490843973826
1712777910.4307818,46.8194977098644
1712777910.4568808,46.57228827033673
1712777910.4853306,46.56765719090012
1712777910.5107746,46.63879448676102
1712777910.5357604,46.67990278526122
1712777910.5661776,46.6212409662155
1712777910.596961,46.421984524687645
1712777910.6279762,46.11210073026713
1712777910.664141,45.69930154636873
1712777910.6954994,45.38143032473208
1712777910.711424,45.25723992714673
1712777910.7458713,45.113735630179065
1712777910.7769933,45.16084282546708
1712777910.8037183,45.347572791067385
1712777910.836063,45.75371860081775
1712777910.8633459,46.23980098683774
1712777910.891263,46.857010063125564
1712777910.9203734,47.60790044148652
1712777910.9526348,48.53607207449359
1712777910.9794924,49.35811009078623
